id,form,section,subscale,text_tr,type,options_tr,reverse_scored,scoring_key,weight,notes
S0_FEEDBACK_STYLE,S0_profile,Comm,FeedbackStyle,Geri bildirim dili tercihim:,SingleChoice,Veri–kanıt odaklı|His–etki odaklı|Dengeli,0,,1,
S0_CONTACT_FREQ,S0_profile,Comm,Frequency,İletişim sıklığı beklentim:,SingleChoice,Günlük|Haftada birkaç|Haftada 1|Daha seyrek,0,,1,
S0_PRIVACY_DIGI,S0_profile,Comm,Privacy,Dijital mahremiyet beklentim:,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1,Cümle: 'Konuşmaların/paylaşımların özel kalması benim için önemlidir.'
S0_TRIGGERS,S0_profile,Comm,Triggers,Bilinen çatışma tetikleyicilerim:,OpenText,örn. alaycı üslup son dakika plan değişikliği…,0,,1,
S0_HOBBIES,S0_profile,Preferences,Hobbies,Hobileriniz / ilgi alanlarınız:,OpenText,Serbest metin virgülle ayırabilirsiniz.,0,,1,
S0_LIKES,S0_profile,Preferences,Likes,Sevdiğiniz şeyler (aktiviteler insanlar ortamlar):,OpenText,,0,,1,
S0_DISLIKES,S0_profile,Preferences,Dislikes,Sevmediğiniz / kaçındığınız şeyler:,OpenText,,0,,1,
S0_VALUES,S0_profile,Preferences,Values,Sizin için en önemli 3 değer nedir?,OpenText,Örn: dürüstlük özgürlük sadakat…,0,,1,
S0_LIFE_GOAL,S0_profile,Goals,LifePurpose,Hayattaki amacınız / yönünüz:,OpenText,,0,,1,
S0_TOP_CHALLENGES,S0_profile,Challenges,TopChallenges,Sizi şu an en çok zorlayan konular:,OpenText,,0,,1,
S0_NEAR_TERM,S0_profile,Challenges,NearTerm,Yakın zamanda çözmeniz gereken güçlük(ler):,OpenText,,0,,1,
S0_REL_GOALS,S0_profile,Goals,RelGoals,İlişkilerde kısa/orta vadeli hedefleriniz:,OpenText,,0,,1,
S0_BOUNDARIES,S0_profile,Goals,Boundaries,Sınırlarınız / kırmızı çizgileriniz:,OpenText,,0,,1,
S0_LANG,S0_profile,Logistics,Language,Tercih ettiğiniz rapor dili (ör. tr en):,OpenText,Boş bırakılırsa sistem dili kullanılır.,0,,1,
S0_TIMEZONE,S0_profile,Logistics,Timezone,Yaşadığınız şehir / zaman dilimi:,OpenText,Yaklaşık bilgi yeterli,0,,1,
S0_CONTACT_PREF,S0_profile,Logistics,Contact,Koçluk mesaj ton tercihi (kısa/uzun resmi/samimi):,OpenText,,0,,1,
S0_VALUES_TOP3,S0_profile,Values,Top3,Öncelikli değerlerim (en fazla 3 seçiniz):,MultiSelect,Dürüstlük|Sadakat|Özgürlük|Adalet|Başarı|Şefkat|Düzen|Yaratıcılık|Macera|Güvenlik|Saygı,0,,1,Maksimum 3 önerilir.
S0_MONEY_TALK_EASE,S0_profile,Values,MoneyTalk,Para/sorumluluk konuşma rahatlığım:,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1,
S0_SOCIAL_VIS_EASE,S0_profile,Values,SocialVisibility,Sosyal medya görünürlüğü rahatlığım:,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1,
S0_SUPPORT_SIZE,S0_profile,Support,Circle,Yakın destek halkası (kişi sayısı):,Number,,0,,1,
S0_COPING,S0_profile,Support,Coping,Sık kullandığım başa çıkma stratejileri:,OpenText,örn. yürüyüş yazmak dua/meditasyon…,0,,1,
S0_WORK_PACE,S0_profile,WorkSchool,Pace,Çalışma/okul temposu:,SingleChoice,Düzenli mesai|Vardiya|Serbest|Yoğun dönemli,0,,1,
S0_STRESS_NOW,S0_profile,WorkSchool,Stress,Güncel stres düzeyim:,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1,
S0_COMMUTE_MIN,S0_profile,WorkSchool,Commute,Günlük yol/lojistik yük (dakika):,Number,Opsiyonel,0,,1,
S0_COMM_LANGS,S0_profile,Culture,Langs,Kullandığım diller:,OpenText,Opsiyonel,0,,1,
S0_CULTURE_NOTES,S0_profile,Culture,Notes,Kültürel/ritüel hassasiyetler:,OpenText,Opsiyonel,0,,1,
S0_BELIEF_PRACTICE,S0_profile,Culture,Belief,İnanç/uygulama tercihleri:,OpenText,Opsiyonel,0,,1,
S0_LOVE_LANG_ORDER,S0_profile,Romantic,LoveLangs,Sevgi dillerim (öncelik sırası—seçim sırasına göre):,RankedMulti,Onay sözleri|Kaliteli zaman|Hizmet|Hediye|Temas,0,,1,Sadece romantik bağlamda gösterin.
S0_TOUCH_COMFORT,S0_profile,Romantic,TouchComfort,Fiziksel temas rahatlığım:,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1,Sadece romantik bağlamda gösterin.
S0_FUTURE_HORIZON,S0_profile,Romantic,Horizon,Gelecek planı zaman ufku:,SingleChoice,6–12 ay|1–3 yıl|3+ yıl,0,,1,Sadece romantik bağlamda gösterin.
S0_CONSENT,S0_profile,Consent,Use,Analiz ve koçluk için verdiğim bilgilerin işlenmesini onaylıyorum.,SingleChoice,Evet|Hayır,0,,1,Onay vermeden ilerlemek mümkün; ancak bazı özellikler kısıtlanır.
