id,form,section,subscale,text_tr,type,options_tr,reverse_scored,scoring_key,weight,notes
S1_C1,S1,BigFive,C,Söz verdiğim işi zamanında bitiririm.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_C2,S1,BigFive,C,Plan yapmak yerine akışına bırakmayı tercih ederim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S1_C3,S1,BigFive,C,Günlük işlerimde düzenli bir sistemim vardır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_C4,S1,BigFive,C,Ayrıntılara dikkat etmek beni sıkar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S1_C5,S1,BigFive,C,Hedef koyup adım adım takip ederim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_N1,S1,BigFive,N,Küçük şeyler yüzünden kolayca gerilirim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_N2,S1,BigFive,N,Zorlayıcı durumlarda sakinliğimi korurum.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S1_N3,S1,BigFive,N,Endişeli düşünceler aklımı sık sık meşgul eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_N4,S1,BigFive,N,Eleştiri aldığımda uzun süre takmam.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S1_N5,S1,BigFive,N,Duygularım hızlı iniş çıkışlar yaşar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_O1,S1,BigFive,O,Yeni fikirleri ve deneyimleri keşfetmekten keyif alırım.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_O2,S1,BigFive,O,Alıştığım yöntemleri değiştirmekten hoşlanmam.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S1_O3,S1,BigFive,O,"Sanat, tasarım veya felsefe gibi konular ilgimi çeker.",Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_O4,S1,BigFive,O,Sıradışı fikirlere mesafeliyimdir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S1_O5,S1,BigFive,O,Merakım beni farklı alanlara yönlendirir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_EI1,S1,MBTI,EI,Uzun bir günün ardından enerjimi insanlarla vakit geçirerek toplarım.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_EI2,S1,MBTI,EI,"Kendi başıma sakin bir akşam, sosyal etkinlikten daha iyi hissettirir.",Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S1_EI3,S1,MBTI,EI,Bir konuyu düşünürken yüksek sesle konuşmak bana yardımcı olur.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_SN1,S1,MBTI,SN,"Somut gerçekler ve kanıtlar, fikirlerden önce gelmelidir.",Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_SN2,S1,MBTI,SN,"Gelecek olasılıklarını tartışmak, mevcut detaylardan daha heyecan vericidir.",Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S1_SN3,S1,MBTI,SN,"Önce mevcut veriyi, sonra olası anlamları incelerim.",Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_TF1,S1,MBTI,TF,Karar verirken insanların nasıl hissedeceğini dikkate alırım.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S1_TF2,S1,MBTI,TF,"Adalet ve tutarlılık, ilişkileri korumaktan önce gelir.",Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_TF3,S1,MBTI,TF,"‘Doğru hissettiren’ seçeneği, en mantıklı olandan önemli olabilir.",Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S1_JP1,S1,MBTI,JP,Net planlar ve takvimler beni güvende hissettirir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_JP2,S1,MBTI,JP,Esneklik ve seçenekleri açık tutmak benim için daha önemlidir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S1_JP3,S1,MBTI,JP,Bitmemiş işleri kapatmadan yeni şeye başlamam.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_ANX1,S1,Attachment,ANX,Yakın olduğum kişi geç cevap verdiğinde içim huzursuz olur.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_ANX2,S1,Attachment,ANX,Partnerimin sevgisini kaybetmekten sık sık endişe duyarım.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_ANX3,S1,Attachment,ANX,İlişkide güvence görmek için sık kontrol ederim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_ANX4,S1,Attachment,ANX,Ayrı kaldığımızda aklım ilişkide kalır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_AVO1,S1,Attachment,AVO,İnsanların bana fazla yaklaşmasından rahatsız olurum.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_AVO2,S1,Attachment,AVO,Duygularımı paylaşmaktansa kendi içimde halletmeyi tercih ederim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_AVO3,S1,Attachment,AVO,İlişkilerde bağımsızlığımı korumak için mesafe bırakırım.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_AVO4,S1,Attachment,AVO,Sorunları konuşmak yerine zamanın çözmesini beklerim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_COM1,S1,Conflict,COMPETE,Hakkımı savunmak için gerektiğinde sert konuşurum.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_COM2,S1,Conflict,COMPETE,"Kazanmak için risk alırım, gerilime göğüs gererim.",Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_COL1,S1,Conflict,COLLAB,Anlaşmazlıklarda iki tarafın da kazanacağı çözüm için uğraşırım.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_COL2,S1,Conflict,COLLAB,Karşı tarafın ihtiyaçlarını da en az kendi ihtiyacım kadar masaya koyarım.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_CRM1,S1,Conflict,COMPROM,Taraflar küçük tavizler vererek orta noktada buluşmalıdır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_CRM2,S1,Conflict,COMPROM,Hızlı çözüm için ‘yarı yarıya’ formülü uygundur.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_AVD1,S1,Conflict,AVOID,Gerilim çıktığında konuşmayı ertelemeyi tercih ederim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_AVD2,S1,Conflict,AVOID,Tartışmalar genelde büyüdüğü için uzak dururum.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_ACM1,S1,Conflict,ACCOM,İlişkiyi korumak için kendi beklentilerimi geri plana atabilirim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_ACM2,S1,Conflict,ACCOM,Karşı tarafı kırmamak için çoğu zaman onun dediği olur.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_SD1,S1,Quality,SD,Hayatımda hiç kimseye asla yalan söylemedim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_SD2,S1,Quality,SD,Her durumda tüm insanlara eşit derecede sabırlıyımdır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S1_SD3,S1,Quality,ATTN,Bazen soruları hızlıca geçiyorum.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2_E1,S2,BigFive,E,[AD] sosyal ortamlarda sohbeti başlatır.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,X kişisi için [AD] yerine isim basın.
S2_E2,S2,BigFive,E,[AD] kalabalıkta geri planda kalmayı seçer.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,1,,1.0,X kişisi için [AD] yerine isim basın.
S2_E3,S2,BigFive,E,[AD] yeni insanlarla tanışmaktan hoşlanır.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,X kişisi için [AD] yerine isim basın.
S2_A1,S2,BigFive,A,[AD] anlaşmazlıklarda önce karşı tarafı anlamaya çalışır.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,X kişisi için [AD] yerine isim basın.
S2_A2,S2,BigFive,A,[AD] keskin/direkt eleştiriler yapar.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,1,,1.0,X kişisi için [AD] yerine isim basın.
S2_A3,S2,BigFive,A,[AD] ekip içinde işbirliğini teşvik eder.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,X kişisi için [AD] yerine isim basın.
S2_C1,S2,BigFive,C,[AD] verdiği sözleri zamanında tutar.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,X kişisi için [AD] yerine isim basın.
S2_C2,S2,BigFive,C,[AD] eşyaları/işlerini dağınık bırakır.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,1,,1.0,X kişisi için [AD] yerine isim basın.
S2_C3,S2,BigFive,C,[AD] hedef belirleyip takip eder.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,X kişisi için [AD] yerine isim basın.
S2_ES1,S2,BigFive,E,[AD] stresli olaylarda kolayca gerginleşir.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,1,,1.0,X kişisi için [AD] yerine isim basın.
S2_ES2,S2,BigFive,E,[AD] baskı altında soğukkanlılığını korur.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,X kişisi için [AD] yerine isim basın.
S2_O1,S2,BigFive,O,[AD] yeni fikir ve deneyimlere açıktır.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,X kişisi için [AD] yerine isim basın.
S2_O2,S2,BigFive,O,[AD] alışılmış yöntemlerden sapmayı sevmez.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,1,,1.0,X kişisi için [AD] yerine isim basın.
S2_O3,S2,BigFive,O,[AD] sanat/tasarım/fikir tartışmalarını sever.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,X kişisi için [AD] yerine isim basın.
S2_EI1,S2,MBTI,EI,[AD] uzun günün sonunda insanlarla vakit geçirmekten enerji toplar.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,Gözlem temelli.
S2_EI2,S2,MBTI,EI,[AD] yalnız vakit geçirince daha çabuk toparlar.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,1,,1.0,Gözlem temelli.
S2_SN1,S2,MBTI,SN,[AD] somut detayları ve kanıtları konuşmayı tercih eder.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,Gözlem temelli.
S2_SN2,S2,MBTI,SN,[AD] olasılıklar/gelecek senaryoları hakkında konuşmayı tercih eder.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,1,,1.0,Gözlem temelli.
S2_TF1,S2,MBTI,TF,[AD] karar verirken duygusal etkileri önceler.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,1,,1.0,Gözlem temelli.
S2_TF2,S2,MBTI,TF,[AD] karar verirken öncelikle mantık ve tutarlılığı gözetir.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,Gözlem temelli.
S2_JP1,S2,MBTI,JP,[AD] planlı ve takvimli ilerlemekten hoşlanır.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,Gözlem temelli.
S2_JP2,S2,MBTI,JP,[AD] seçenekleri açık tutmayı ve esnekliği sever.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,1,,1.0,Gözlem temelli.
S2_ANX1,S2,Attachment,ANX,[AD] mesajlara geç dönüldüğünde huzursuz görünür.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_ANX2,S2,Attachment,ANX,[AD] ilişkide güvence arar; sık sık teyit ister.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_ANX3,S2,Attachment,ANX,[AD] ayrılık/mesafe konuşmalarında kaygılılaşır.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_AVO1,S2,Attachment,AVO,[AD] kişisel duygularını paylaşmaktan kaçınır.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_AVO2,S2,Attachment,AVO,[AD] yakınlıktan sonra bir süre geri çekilir.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_AVO3,S2,Attachment,AVO,[AD] sorunları konuşmak yerine zamana bırakır.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_COM1,S2,Conflict,COMPETE,"[AD] anlaşmazlıkta iddialı tavır alır, geri çekilmez.",Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_COL1,S2,Conflict,COLLAB,[AD] iki taraf için de uygun çözüm arar.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_COL2,S2,Conflict,COLLAB,[AD] ortak zemini bulmak için aktif soru sorar.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_CRM1,S2,Conflict,COMPROM,[AD] hızlı çözüm için orta yol önerir.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_AVD1,S2,Conflict,AVOID,[AD] gerilim çıktığında konuyu ertelemeyi seçer.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_ACM1,S2,Conflict,ACCOM,[AD] karşı tarafı kırmamak için kendi isteğinden vazgeçer.,Likert5,Asla/Neredeyse Hiç|Nadiren|Bazen|Sık sık|Hemen her zaman,0,,1.0,
S2_VIG1,S2,Vignette,Conflict,[AD] ile ortak proje: Son teslim yarına çekildi. [AD] aksiyon bekliyor. Tipik tepkisi hangisine daha yakın?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2_VIG2,S2,Vignette,Conflict,[AD] ile partneri arasında harcama tartışması çıktı. [AD]'nin ilk yaklaşımı…,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2_VIG3,S2,Vignette,Conflict,Toplantıda [AD]'nin fikri eleştirildi. [AD] genelde…,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2_CONF1,S2,Quality,CONF,[AD] hakkında verdiğim cevaplardan genel olarak eminim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2_CONF2,S2,Quality,FREQ,[AD] ile ne sıklıkla etkileşim kuruyorum?,Likert5,Çok nadir|Ayda birkaç|Haftada 1–2|Haftada 3+|Hemen her gün,0,,1.0,
S2_CONF3,S2,Quality,LEN,Bu formu dürüstçe yanıtladım.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S3_EI1,S3,MBTI,EI,"A) Enerji toplamak için insanlarla birlikte olmayı seçerim.
B) Yalnız kalmayı seçerim.",ForcedChoiceAB,A|B,0,"{""A"": ""E"", ""B"": ""I""}",1.0,
S3_EI2,S3,MBTI,EI,"A) Bir sorunu konuşarak düşünürüm.
B) Sessizce kendi içimde çözerim.",ForcedChoiceAB,A|B,0,"{""A"": ""E"", ""B"": ""I""}",1.0,
S3_EI3,S3,MBTI,EI,"A) Kalabalık etkinlik beni canlandırır.
B) Yorar.",ForcedChoiceAB,A|B,0,"{""A"": ""E"", ""B"": ""I""}",1.0,
S3_SN1,S3,MBTI,SN,"A) Mevcut veriler > Olasılıklar.
B) Olasılıklar > Mevcut veriler.",ForcedChoiceAB,A|B,0,"{""A"": ""S"", ""B"": ""N""}",1.0,
S3_SN2,S3,MBTI,SN,"A) Detay → Anlam.
B) Anlam → Detay.",ForcedChoiceAB,A|B,0,"{""A"": ""S"", ""B"": ""N""}",1.0,
S3_SN3,S3,MBTI,SN,"A) Somut örnekler isterim.
B) Soyut fikirler beni çeker.",ForcedChoiceAB,A|B,0,"{""A"": ""S"", ""B"": ""N""}",1.0,
S3_TF1,S3,MBTI,TF,"A) Tutarlılık > Duygusal etki.
B) Duygusal etki > Tutarlılık.",ForcedChoiceAB,A|B,0,"{""A"": ""T"", ""B"": ""F""}",1.0,
S3_TF2,S3,MBTI,TF,"A) Sert ama adil karar iyidir.
B) İlişkiyi koruyan karar iyidir.",ForcedChoiceAB,A|B,0,"{""A"": ""T"", ""B"": ""F""}",1.0,
S3_TF3,S3,MBTI,TF,"A) Önce doğru nedir.
B) Önce iyi hissettiren nedir.",ForcedChoiceAB,A|B,0,"{""A"": ""T"", ""B"": ""F""}",1.0,
S3_JP1,S3,MBTI,JP,"A) Planı bozmayı sevmem.
B) Planı değiştirmek sorun değil.",ForcedChoiceAB,A|B,0,"{""A"": ""J"", ""B"": ""P""}",1.0,
S3_JP2,S3,MBTI,JP,"A) Bitirmeden yenisine geçmem.
B) Aynı anda birkaç şey açığım.",ForcedChoiceAB,A|B,0,"{""A"": ""J"", ""B"": ""P""}",1.0,
S3_JP3,S3,MBTI,JP,"A) Net karar isterim.
B) Seçenekler açık kalsın.",ForcedChoiceAB,A|B,0,"{""A"": ""J"", ""B"": ""P""}",1.0,
S4_VAL1,S4,Values,PRIO,İlişkide dürüstlük her şeyden önce gelir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S4_VAL2,S4,Values,PRIO,Özel alan (kişisel zaman) vazgeçilmezdir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S4_VAL3,S4,Values,PRIO,Maddi konularda şeffaflık isterim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S4_VAL4,S4,Values,PRIO,Sadakat benim için ‘sıfır tolerans’ alanıdır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S4_VAL5,S4,Values,PRIO,Kariyer hedeflerim ilişki planından önce gelir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S4_VAL6,S4,Values,PRIO,Ailemin/arkadaşlarımın onayı benim için önemlidir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S4_VAL7,S4,Values,PRIO,Fikir ayrılığı doğal ve faydalıdır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S4_VAL8,S4,Values,PRIO,Duygular düzenli olarak ifade edilmeli.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S4_VAL9,S4,Values,PRIO,Ev/iş görevlerinde adil paylaşım beklerim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S4_VAL10,S4,Values,PRIO,Özel hayatımın sosyal medyada paylaşılmasını istemem.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S4_VAL11,S4,Values,PRIO,Kıskançlık ilişkiyi koruyan bir sinyaldir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
