id,form,section,subscale,text_tr,type,options_tr,reverse_scored,scoring_key,weight,notes
S2R_mother_TF1,S2R_mother,MBTI,TF,[AD] karar verirken duygusal etkileri önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_mother_TF2,S2R_mother,MBTI,TF,[AD] karar verirken mantık ve tutarlılığı önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_JP1,S2R_mother,MBTI,JP,[AD] planlı ve takvimli ilerlemekten hoşlanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_JP2,S2R_mother,MBTI,JP,[AD] seçenekleri açık tutmayı ve esnekliği sever.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_mother_COM1,S2R_mother,Conflict,COMPETE,[AD] anlaşmazlıkta iddialı tavır alır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_COL1,S2R_mother,Conflict,COLLAB,[AD] iki taraf için de uygun çözüm arar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_CRM1,S2R_mother,Conflict,COMPROM,[AD] hızlı çözüm için orta yol önerir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_AVD1,S2R_mother,Conflict,AVOID,[AD] gerilim çıktığında konuyu ertelemeyi seçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_ACM1,S2R_mother,Conflict,ACCOM,[AD] karşı tarafı kırmamak için kendi isteğinden vazgeçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_COL2,S2R_mother,Conflict,COLLAB,[AD] ortak zemini bulmak için aktif soru sorar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_CLOSE1,S2R_mother,Closeness,BOUND,[AD] sınırlar zorlandığında sakin diyalog kurar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_CLOSE2,S2R_mother,Closeness,CARE,[AD] eleştiride kırıcı olmamaya dikkat eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_CLOSE3,S2R_mother,Closeness,INDEP,[AD] bağımsızlık ihtiyacına saygı duyar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_CLOSE4,S2R_mother,Closeness,SUPPORT,[AD] kriz anında ulaşılabilirdir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_VAL1,S2R_mother,Values,BOUND,[AD] kişisel alan/mahremiyete saygı gösterir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_VAL2,S2R_mother,Values,SUPPORT,[AD] pratik/duygusal destek sunar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_VAL3,S2R_mother,Values,RESPECT,[AD] saygılı bir dil kullanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_VAL4,S2R_mother,Values,ALIGN,[AD] birlikte belirlenen kurallara uyar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_VIG1,S2R_mother,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_mother_VIG2,S2R_mother,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_mother_VIG3,S2R_mother,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_mother_VIG4,S2R_mother,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_mother_CONF1,S2R_mother,Quality,CONF,[AD] hakkında verdiğim cevaplardan eminim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_mother_FREQ1,S2R_mother,Quality,FREQ,[AD] ile etkileşim sıklığımız:,Likert5,Çok nadir|Ayda birkaç|Haftada 1–2|Haftada 3+|Hemen her gün,0,,1.0,
S2R_father_E1,S2R_father,BigFive,E,[AD] sosyal ortamlarda sohbeti başlatır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_A1,S2R_father,BigFive,A,[AD] anlaşmazlıkta önce karşı tarafı anlamaya çalışır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_C1,S2R_father,BigFive,C,[AD] verdiği sözleri zamanında tutar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_N1,S2R_father,BigFive,N,[AD] stresli durumlarda kolayca gerilir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_O1,S2R_father,BigFive,O,[AD] yeni fikir ve deneyimlere açıktır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_E2,S2R_father,BigFive,E,[AD] kalabalıkta geri planda kalmayı seçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_father_EI1,S2R_father,MBTI,EI,[AD] uzun günün sonunda insanlarla vakit geçirerek toparlar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_EI2,S2R_father,MBTI,EI,[AD] yalnız kalarak daha iyi toparlar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_father_SN1,S2R_father,MBTI,SN,[AD] somut veriler ve kanıtlarla konuşmayı tercih eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_SN2,S2R_father,MBTI,SN,[AD] olasılıklar/gelecek senaryolarını tartışmayı sever.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_father_TF1,S2R_father,MBTI,TF,[AD] karar verirken duygusal etkileri önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_father_TF2,S2R_father,MBTI,TF,[AD] karar verirken mantık ve tutarlılığı önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_JP1,S2R_father,MBTI,JP,[AD] planlı ve takvimli ilerlemekten hoşlanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_JP2,S2R_father,MBTI,JP,[AD] seçenekleri açık tutmayı ve esnekliği sever.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_father_COM1,S2R_father,Conflict,COMPETE,[AD] anlaşmazlıkta iddialı tavır alır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_COL1,S2R_father,Conflict,COLLAB,[AD] iki taraf için de uygun çözüm arar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_CRM1,S2R_father,Conflict,COMPROM,[AD] hızlı çözüm için orta yol önerir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_AVD1,S2R_father,Conflict,AVOID,[AD] gerilim çıktığında konuyu ertelemeyi seçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_ACM1,S2R_father,Conflict,ACCOM,[AD] karşı tarafı kırmamak için kendi isteğinden vazgeçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_COL2,S2R_father,Conflict,COLLAB,[AD] ortak zemini bulmak için aktif soru sorar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_CLOSE1,S2R_father,Closeness,BOUND,[AD] sınırlar zorlandığında sakin diyalog kurar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_CLOSE2,S2R_father,Closeness,CARE,[AD] eleştiride kırıcı olmamaya dikkat eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_CLOSE3,S2R_father,Closeness,INDEP,[AD] bağımsızlık ihtiyacına saygı duyar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_CLOSE4,S2R_father,Closeness,SUPPORT,[AD] kriz anında ulaşılabilirdir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_VAL1,S2R_father,Values,BOUND,[AD] kişisel alan/mahremiyete saygı gösterir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_VAL2,S2R_father,Values,SUPPORT,[AD] pratik/duygusal destek sunar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_VAL3,S2R_father,Values,RESPECT,[AD] saygılı bir dil kullanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_VAL4,S2R_father,Values,ALIGN,[AD] birlikte belirlenen kurallara uyar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_VIG1,S2R_father,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_father_VIG2,S2R_father,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_father_VIG3,S2R_father,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_father_VIG4,S2R_father,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_father_CONF1,S2R_father,Quality,CONF,[AD] hakkında verdiğim cevaplardan eminim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_father_FREQ1,S2R_father,Quality,FREQ,[AD] ile etkileşim sıklığımız:,Likert5,Çok nadir|Ayda birkaç|Haftada 1–2|Haftada 3+|Hemen her gün,0,,1.0,
S2R_sibling_E1,S2R_sibling,BigFive,E,[AD] sosyal ortamlarda sohbeti başlatır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_A1,S2R_sibling,BigFive,A,[AD] anlaşmazlıkta önce karşı tarafı anlamaya çalışır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_C1,S2R_sibling,BigFive,C,[AD] verdiği sözleri zamanında tutar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_N1,S2R_sibling,BigFive,N,[AD] stresli durumlarda kolayca gerilir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_O1,S2R_sibling,BigFive,O,[AD] yeni fikir ve deneyimlere açıktır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_E2,S2R_sibling,BigFive,E,[AD] kalabalıkta geri planda kalmayı seçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_sibling_EI1,S2R_sibling,MBTI,EI,[AD] uzun günün sonunda insanlarla vakit geçirerek toparlar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_EI2,S2R_sibling,MBTI,EI,[AD] yalnız kalarak daha iyi toparlar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_sibling_SN1,S2R_sibling,MBTI,SN,[AD] somut veriler ve kanıtlarla konuşmayı tercih eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_SN2,S2R_sibling,MBTI,SN,[AD] olasılıklar/gelecek senaryolarını tartışmayı sever.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_sibling_TF1,S2R_sibling,MBTI,TF,[AD] karar verirken duygusal etkileri önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_sibling_TF2,S2R_sibling,MBTI,TF,[AD] karar verirken mantık ve tutarlılığı önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_JP1,S2R_sibling,MBTI,JP,[AD] planlı ve takvimli ilerlemekten hoşlanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_JP2,S2R_sibling,MBTI,JP,[AD] seçenekleri açık tutmayı ve esnekliği sever.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_sibling_COM1,S2R_sibling,Conflict,COMPETE,[AD] anlaşmazlıkta iddialı tavır alır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_COL1,S2R_sibling,Conflict,COLLAB,[AD] iki taraf için de uygun çözüm arar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_CRM1,S2R_sibling,Conflict,COMPROM,[AD] hızlı çözüm için orta yol önerir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_AVD1,S2R_sibling,Conflict,AVOID,[AD] gerilim çıktığında konuyu ertelemeyi seçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_ACM1,S2R_sibling,Conflict,ACCOM,[AD] karşı tarafı kırmamak için kendi isteğinden vazgeçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_COL2,S2R_sibling,Conflict,COLLAB,[AD] ortak zemini bulmak için aktif soru sorar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_CLOSE1,S2R_sibling,Closeness,BOUND,[AD] sınırlar zorlandığında sakin diyalog kurar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_CLOSE2,S2R_sibling,Closeness,CARE,[AD] eleştiride kırıcı olmamaya dikkat eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_CLOSE3,S2R_sibling,Closeness,INDEP,[AD] bağımsızlık ihtiyacına saygı duyar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_CLOSE4,S2R_sibling,Closeness,SUPPORT,[AD] kriz anında ulaşılabilirdir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_VAL1,S2R_sibling,Values,BOUND,[AD] kişisel alan/mahremiyete saygı gösterir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_VAL2,S2R_sibling,Values,SUPPORT,[AD] pratik/duygusal destek sunar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_VAL3,S2R_sibling,Values,RESPECT,[AD] saygılı bir dil kullanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_VAL4,S2R_sibling,Values,ALIGN,[AD] birlikte belirlenen kurallara uyar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_VIG1,S2R_sibling,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_sibling_VIG2,S2R_sibling,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_sibling_VIG3,S2R_sibling,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
